Locus	Duplication_Name	Duplicated_Individuals	Sister_Group
nadmdh	Y24	Calandrinia_strophiolata_155,Claytonia_megarhiza_195,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_sp_Needilup_31B,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_lehmannii_35,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Goongarrie_37,Calandrinia_sp_Black_Angular_Seeds_24,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calandrinia_pleiopetala_74,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_tholliformis_29,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_216,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_polyandra_34C,Calandrinia_oraria_37,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calandrinia_sp_Pink_Hills_27,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Calandrinia_translucens_99	Cistanthe_paniculaeta_223,Cistanthe_sp_219,Montiopsis_gayana_224,Montiopsis_umbellata_225,Calyptridium_parryi_170,Cistanthe_grandiflora_199
nadmdh	Y25	Calandrinia_eremaea_ss_33,Calandrinia_calyptrata_188,Calandrinia_kalanniensis_8,Calandrinia_uniflora_92,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Calandrinia_skottsbergi_222,Calandrinia_corrigioloides_98,Calandrinia_polyandra_34C,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calandrinia_sp_Bungalbin_157,Calandrinia_sculpta_11,Calandrinia_sp_Pink_Hills_27,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Rumicastrum_chamaecladum_123,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_reticulata_149,Calandrinia_pleiopetala_74,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_linliflora_109,Calandrinia_pickeringii_165,Calandrinia_translucens_4,Calandrinia_remota_ss_63,Calandrinia_eremea_salt_flat_130,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Calandrinia_corrigioloides_49C,Claytonia_megarhiza_195,Calandrinia_ciliata_216,Calandrinia_crispisepala_21,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_monandra_143,Calandrinia_polyandra_138,Calandrinia_eremea_nonpapillate_139,Lewisiopsis_tweedyi_4,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Calandrinia_umbelliformis_20,Calandrinia_baccata_38,Calandrinia_lehmannii_35,Calandrinia_oraria_37,Calandrinia_porifera_36,Calandrinia_tholliformis_29,Calandrinia_operata_32,Calandrinia_translucens_99	Calandrinia_eremaea_ss_33,Calandrinia_strophiolata_155,Calandrinia_calyptrata_188,Calandrinia_sp_Warrider_129,Calandrinia_sp_Needilup_31B,Calandrinia_oraria_37,Calandrinia_mirabilis_85,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Lewisia_brachycalyx_16,Calandrinia_skottsbergi_222,Claytonia_washingtoniana_26,Calandrinia_sp_Prince_Regent_156,Calandrinia_quadrivalvis_121,Calandrinia_reticulata_53,Calandrinia_sp_Bungalbin_157,Calandrinia_sp_Pink_Hills_27,Lewisia_pygmaea_8,Calandrinia_schistorhiza_31,Calandrinia_hortiorum_191,Calandrinia_butcherensis_58,Calandrinia_pumila_60,Calandrinia_ptychosperma_166,Calandrinia_pumila_75,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_pleiopetala_74,Calandrinia_baccata_38,Calandrinia_eremea_nonpapillate_139,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_spergularina_104,Calandrinia_granulifera_50D,Calandrinia_eremea_salt_flat_130,Lewisia_congdonii_17,Calandrinia_vernicosa_23,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_polyandra_138,Calandrinia_remota_ss_63,Lewisiopsis_tweedyi_4,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_umbelliformis_20,Calandrinia_polyandra_34C,Calandrinia_gracilis_176,Calandrinia_sp_Kenwick_48,Calandrinia_translucens_99,Calandrinia_porifera_36,Calandrinia_tholliformis_29,Calandrinia_sp_Goongarrie_37,Calandrinia_operata_32,Calandrinia_sp_Black_Angular_Seeds_24
nadmdh	Y122	Calandrinia_creethae_39,Calandrinia_ptychosperma_166,Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_papillata_30,Calandrinia_arenicola_90	Calandrinia_mirabilis_85
nadmdh	Y123	Calandrinia_creethae_39,Calandrinia_ptychosperma_166,Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_arenicola_90	Calandrinia_ptychosperma_166,Calandrinia_pentavalvis_178,Calandrinia_porifera_36,Calandrinia_stagnensis_101,Calandrinia_papillata_30,Calandrinia_arenicola_90
nadmdh	Y82	Calandrinia_creethae_39,Calandrinia_porifera_36,Calandrinia_ptychosperma_5,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_ptychosperma_5,Calandrinia_porifera_36,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166,Calandrinia_stagnensis_101
nadmdh	Y83	Calandrinia_creethae_39,Calandrinia_porifera_36	Calandrinia_ptychosperma_166,Calandrinia_ptychosperma_5,Calandrinia_pentavalvis_178,Calandrinia_porifera_36,Calandrinia_stagnensis_101,Calandrinia_arenicola_90
nadmdh	Y81	Calandrinia_creethae_39,Calandrinia_porifera_36,Calandrinia_ptychosperma_5,Calandrinia_pentavalvis_178,Calandrinia_stagnensis_101,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_mirabilis_85
nadmdh	Y10	Montiopsis_gayana_224,Cistanthe_paniculaeta_223,Calandrinia_ciliata_215,Calandrinia_skottsbergi_222,Anacampseros_coahuilensis_68	Calyptridium_umbellatum_193,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calyptridium_parryi_170,Alluaudia_procera_53,Talinum_triangulare_50,Phemeranthus_brevifolius_169
nadmdh	Y142	Calandrinia_corrigioloides_98,Calandrinia_corrigioloides_49C	Calandrinia_brevipedata_9
nadmdh	Y141	Calandrinia_linliflora_109,Calandrinia_disperma_194,Calandrinia_corrigioloides_49C,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_brevipedata_9,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_98,Calandrinia_disperma_22	Calandrinia_sp_Bungalbin_157
nadmdh	Y72	Calandrinia_reticulata_53,Calandrinia_reticulata_149	Calandrinia_reticulata_53,Calandrinia_reticulata_149
nadmdh	Y71	Calandrinia_reticulata_53,Calandrinia_reticulata_149	Calandrinia_balonensis_57
nadmdh	Y51	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nadmdh	Y50	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Montiopsis_gayana_224,Cistanthe_grandiflora_199
nadmdh	Y52	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193	Calyptridium_monospermum_108,Calyptridium_parryi_170,Calyptridium_umbellatum_193
nadmdh	Y79	Calandrinia_gracilis_176,Calandrinia_sp_Prince_Regent_156,Calandrinia_quadrivalvis_121,Calandrinia_tumida_93,Calandrinia_spergularina_104	Calandrinia_strophiolata_155
nadmdh	Y31	Claytonia_washingtoniana_26,Montia_parviflora_27,Claytonia_lanceolata_106	Lewisia_congdonii_17,Lewisia_brachycalyx_16,Lewisia_pygmaea_8
nadmdh	Y106	Populus_trichocarpa_cds,Glycine_max_cds,Vitis_vinifera_cds	Arabidopsis_thaliana_cds
nadmdh	Y11	Montiopsis_gayana_224,Cistanthe_paniculaeta_223,Anacampseros_coahuilensis_68	Calandrinia_ciliata_215,Anacampseros_coahuilensis_68,Calandrinia_skottsbergi_222
nadmdh	Y36	Calandrinia_ptychosperma_5,Calandrinia_pentavalvis_178,Calandrinia_arenicola_90,Calandrinia_ptychosperma_166	Calandrinia_porifera_36
nadmdh	Y12	Calyptridium_parryi_170,Calyptridium_umbellatum_193	Phemeranthus_brevifolius_169
nadmdh	Y94	Calandrinia_eremaea_ss_33,Calandrinia_eremea_nonpapillate_139	Calandrinia_eremaea_perennial_7
nadmdh	Y174	Calandrinia_ciliata_2014,Calandrinia_ciliata_216	Calandrinia_ciliata_215
nadmdh	Y151	Calandrinia_gracilis_176,Calandrinia_sp_Prince_Regent_156,Calandrinia_quadrivalvis_121,Calandrinia_tumida_93,Calandrinia_spergularina_104	Calandrinia_creethae_39,Calandrinia_porifera_36,Calandrinia_ptychosperma_5,Calandrinia_mirabilis_85,Calandrinia_ptychosperma_166,Calandrinia_stagnensis_101,Calandrinia_papillata_30,Calandrinia_arenicola_90
nadmdh	Y110	Calandrinia_strophiolata_155,Claytonia_megarhiza_195,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_sp_Needilup_31B,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_monandra_143,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Calandrinia_pentavalvis_178,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Phemeranthus_longipes_6,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Black_Angular_Seeds_24,Mollugo_verticillata_56,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Anacampseros_coahuilensis_68,Calandrinia_polyandra_34C,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Mollugo_pentafilis_148,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Phemeranthus_brevifolius_169,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Montiopsis_gayana_224,Calandrinia_lehmannii_35,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_primuliflora_160,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Phemeranthus_confertiflorus_4,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Alluaudia_procera_53,Calandrinia_translucens_99	Trianthema_portulacastrum_tr,Mesembryanthemum_crystallinum_tr,Boerhavia_coccinea_tr
nadmdh	Y113	Calandrinia_strophiolata_155,Calandrinia_pentavalvis_178,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_sp_Needilup_31B,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Calandrinia_monandra_143,Calandrinia_disperma_194,Calandrinia_compressa_144,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Claytonia_megarhiza_195,Calandrinia_mirabilis_85,Calandrinia_papillata_30,Phemeranthus_longipes_6,Calandrinia_vernicosa_23,Calandrinia_crispisepala_21,Calandrinia_umbelliformis_20,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_eremea_salt_flat_130,Calandrinia_sp_Black_Angular_Seeds_24,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Lewisia_pygmaea_8,Calandrinia_polyandra_34C,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_tholliformis_29,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Calandrinia_eremea_nonpapillate_139,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Rumicastrum_chamaecladum_123,Calandrinia_corrigioloides_49C,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Phemeranthus_brevifolius_169,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Montiopsis_gayana_224,Calandrinia_lehmannii_35,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Calandrinia_primuliflora_160,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Phemeranthus_confertiflorus_4,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Calandrinia_stagnensis_101,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Calandrinia_translucens_99	Alluaudia_procera_53,Talinum_triangulare_50,Anacampseros_coahuilensis_68,Portulaca_cryptopetala_49
nadmdh	Y115	Calyptridium_monospermum_108,Calyptridium_umbellatum_193	Calandrinia_eremaea_ss_33,Calandrinia_strophiolata_155,Calandrinia_calyptrata_188,Calandrinia_stagnensis_101,Calandrinia_uniflora_92,Calandrinia_mirabilis_85,Calandrinia_ciliata_216,Calandrinia_affious_145,Calandrinia_calyptrata_185,Calandrinia_balonensis_57,Calandrinia_sculpta_11,Calandrinia_rubrisabulosa_34,Calandrinia_sp_Prince_Regent_156,Calandrinia_corrigioloides_98,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_butcherensis_58,Calandrinia_ptychosperma_166,Calandrinia_pumila_75,Calandrinia_compressa_144,Calandrinia_reticulata_149,Calandrinia_pleiopetala_74,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Calandrinia_eremea_nonpapillate_139,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_flava_79,Calandrinia_remota_ss_63,Calandrinia_ciliata_215,Calandrinia_corrigioloides_49C,Calandrinia_pentavalvis_178,Rumicastrum_chamaecladum_123,Calandrinia_papillata_30,Calandrinia_eremaea_perennial_7,Calandrinia_monandra_143,Calandrinia_crispisepala_21,Calandrinia_creethae_39,Calandrinia_umbelliformis_20,Calandrinia_baccata_38,Calandrinia_arenicola_90,Calandrinia_pumila_60,Calandrinia_porifera_36,Calandrinia_eremea_salt_flat_130
nadmdh	Y9	Cistanthe_paniculaeta_223,Calyptridium_umbellatum_193,Anredera_baselloides_38,Anacampseros_coahuilensis_68,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Montiopsis_gayana_224,Calandrinia_ciliata_215,Calandrinia_skottsbergi_222,Calyptridium_parryi_170,Alluaudia_procera_53,Talinum_triangulare_50,Phemeranthus_brevifolius_169	Calandrinia_primuliflora_160,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Opuntia_subulata_208,Phemeranthus_confertiflorus_4,Calandrinia_corrigioloides_98,Calandrinia_disperma_22,Montiopsis_gayana_224,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_ptychosperma_166,Calandrinia_disperma_194,Calyptridium_parryi_170,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Rumicastrum_chamaecladum_123,Phemeranthus_brevifolius_169,Phemeranthus_longipes_6,Anredera_baselloides_38,Phemeranthus_brevicaulis_202,Calandrinia_eremea_salt_flat_130,Alluaudia_procera_53,Talinum_triangulare_50
nadmdh	Y8	Calandrinia_primuliflora_160,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Phemeranthus_confertiflorus_4,Calandrinia_skottsbergi_222,Calandrinia_corrigioloides_98,Calandrinia_disperma_22,Calyptridium_umbellatum_193,Anacampseros_coahuilensis_68,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_ptychosperma_166,Calandrinia_disperma_194,Calyptridium_parryi_170,Cistanthe_paniculaeta_223,Calandrinia_linliflora_109,Opuntia_subulata_208,Calandrinia_brevipedata_9,Calandrinia_ciliata_215,Rumicastrum_chamaecladum_123,Phemeranthus_brevifolius_169,Phemeranthus_longipes_6,Montiopsis_gayana_224,Phemeranthus_brevicaulis_202,Calandrinia_eremea_salt_flat_130,Alluaudia_procera_53,Talinum_triangulare_50	Mollugo_pentafilis_148,Mollugo_verticillata_56
nadmdh	Y1	Calandrinia_strophiolata_155,Calandrinia_sp_Needilup_31B,Montia_parviflora_27,Claytonia_lanceolata_106,Calandrinia_affious_145,Lewisia_brachycalyx_16,Calandrinia_kalanniensis_8,Calandrinia_papillata_30,Claytonia_washingtoniana_26,Calandrinia_disperma_22,Calandrinia_schistorhiza_31,Calandrinia_butcherensis_58,Phemeranthus_brevifolius_169,Calandrinia_disperma_194,Calandrinia_lehmannii_35,Calandrinia_linliflora_109,Calandrinia_brevipedata_9,Calandrinia_sp_Meckering_31,Claytonia_megarhiza_195,Calandrinia_primuliflora_160,Calandrinia_crispisepala_21,Calandrinia_vernicosa_23,Phemeranthus_longipes_6,Calandrinia_umbelliformis_20,Calandrinia_pentavalvis_178,Calandrinia_sp_Kenwick_48,Calandrinia_baccata_38,Calandrinia_tholliformis_29,Calandrinia_sp_Goongarrie_37,Calandrinia_sp_Black_Angular_Seeds_24,Glycine_max_cds,Mollugo_verticillata_56,Opuntia_subulata_208,Calandrinia_corrigioloides_98,Calandrinia_quadrivalvis_121,Arabidopsis_thaliana_cds,Anacampseros_coahuilensis_68,Calandrinia_ciliata_2014,Calandrinia_ptychosperma_166,Populus_trichocarpa_cds,Calyptridium_parryi_170,Calandrinia_pleiopetala_74,Cistanthe_paniculaeta_223,Calandrinia_quadrivalvis_26,Calandrinia_sp_220,Mollugo_pentafilis_148,Trianthema_portulacastrum_tr,Boerhavia_coccinea_tr,Beta_vulgaris_cds,Calandrinia_eremea_salt_flat_130,Montiopsis_umbellata_225,Calandrinia_painwaning_6,Calandrinia_eremaea_perennial_7,Amaranthus_hypochondriacus_tr,Calandrinia_eremea_nonpapillate_139,Calandrinia_remota_154,Calandrinia_tumida_93,Calandrinia_polypetala_152,Calandrinia_gracilis_176,Calandrinia_pumila_60,Calandrinia_porifera_36,Cistanthe_grandiflora_199,Calandrinia_operata_32,Calandrinia_eremaea_ss_33,Calandrinia_sp_Warrider_129,Calandrinia_stagnensis_101,Calandrinia_compressa_144,Calandrinia_corrigioloides_49C,Portulaca_cryptopetala_49,Halophytum_ameghinoi_76,Anredera_baselloides_38,Calandrinia_sp_Prince_Regent_156,Calandrinia_sp_Bungalbin_157,Calandrinia_hortiorum_191,Calandrinia_sp_Truncate_Capsules_118,Calandrinia_pumila_75,Calandrinia_translucens_4,Calandrinia_flava_79,Calandrinia_granulifera_50D,Calandrinia_ciliata_215,Calandrinia_ciliata_216,Calandrinia_monandra_143,Calandrinia_polyandra_138,Lewisiopsis_tweedyi_4,Calandrinia_balonensis_57,Calandrinia_polyandra_34C,Phemeranthus_brevicaulis_202,Calandrinia_oraria_37,Oryza_sativa_cds,Talinum_triangulare_50,Calandrinia_calyptrata_188,Calandrinia_uniflora_92,Calandrinia_mirabilis_85,Calandrinia_sculpta_11,Calandrinia_calyptrata_185,Montiopsis_gayana_224,Phemeranthus_confertiflorus_4,Calandrinia_skottsbergi_222,Calandrinia_colchagensis_146,Calandrinia_reticulata_53,Calyptridium_umbellatum_193,Calandrinia_sp_Pink_Hills_27,Cistanthe_sp_219,Solanum_tuberosum_cds,Calyptridium_monospermum_108,Calandrinia_arenicola_90,Calandrinia_reticulata_149,Calandrinia_ptychosperma_5,Calandrinia_pickeringii_165,Calandrinia_spergularina_104,Calandrinia_remota_ss_63,Lewisia_congdonii_17,Rumicastrum_chamaecladum_123,Calandrinia_rubrisabulosa_34,Calandrinia_creethae_39,Calandrinia_primuliflora_110,Alluaudia_procera_53,Lewisia_pygmaea_8,Vitis_vinifera_cds,Mesembryanthemum_crystallinum_tr,Calandrinia_translucens_99	
